Pittsburgh Youth Symphony Orchestra Association Inc,Pittsburgh Youth Symphony Orchestra Association Inc,Pittsburgh,256079157
North Pocono Preschool,North Pocono Preschool,Moscow,231987582
Housing Partnership Of Chester County Inc,Housing Partnership Of Chester County Inc,Downingtown,232550366
Graniteville House Of Recovery,Graniteville House Of Recovery ,Sweet Valley,474369834
Hispanic Center Lehigh Valley,Hispanic Center Lehigh Valley,Bethlehem,231882308
Reading Recreation Commission,Reading Recreation Commission ,Reading,383860043
Overmont Corp,Overmont Corp ,Philadelphia,231922689
Back Mountain Regional Fire And Ems Inc,Back Mountain Regional Fire And Ems Inc,Dallas,232832102
Musicopia Inc,Musicopia Inc,Philadelphia,237397981
United Way Of Southern Chester County,United Way Of Southern Chester County,Kennett Sq,231260899
Pennsylvania State Association Of County Fairs,Pennsylvania State Association Of County Fairs ,Pleasant Unty,251362217
Beaver County Foundation,Beaver County Foundation,Beaver,251660309
Sights For Hope,Sights For Hope ,Allentown,231352260
Nueva Esperanza Housing And Economic Development,Nueva Esperanza Housing And Economic Development,Philadelphia,232952060
Cloverfield Kingston House,Cloverfield Kingston House ,York,261684283
Mercersburg Montgomery Peters And Warren Volunteer Fire And Ambulanc,Mercersburg Montgomery Peters And Warren Volunteer Fire And Ambulanc,Mercersburg,251146751
New Castle Christian Academy Inc,New Castle Christian Academy Inc,New Castle,820797698
American Philatelic Research Library,American Philatelic Research Library,Bellefonte,251213435
Princeton Internships In Civic Service Inc,Princeton Internships In Civic Service Inc,Jenkintown,223436451
Worthwhile Wear Inc,Worthwhile Wear Inc,Silverdale,455081795
Carlisle Cares,Carlisle Cares,Carlisle,263194660
Students Run Philly Style,Students Run Philly Style,Philadelphia,814223573
Green Valleys Association Of Southeastern Pennsylvania,Green Valleys Association Of Southeastern Pennsylvania,Pottstown,237025192
Pennsylvania Health Access Network,Pennsylvania Health Access Network,Philadelphia,474876589
Residences At Wood Street,Residences At Wood Street,Pittsburgh,264252657
Brain Injury Association Of Pennsylvania Inc,Brain Injury Association Of Pennsylvania Inc,Carlisle,233048437
Joseph T Simpson Public Library,Joseph T Simpson Public Library,Mechanicsburg,231652343
The Society For Financial Studies,The Society For Financial Studies,Wynnewood,954143302
Ivy & Sage Company,Ivy & Sage Company,Yardley,874574251
Adams Rescue Mission Inc,Adams Rescue Mission Inc,Gettysburg,231978755
Emmanuel Home,Emmanuel Home,Northumberlnd,226062757
Beginnings Inc,Beginnings Inc,Johnstown,250984601
Butler Health System Foundation,Butler Health System Foundation,Butler,261543883
Ami Inc Of Washington Greene Counties,Ami Inc Of Washington Greene Counties,Washington,251301231
Taller Puertorriqueno Inc,Taller Puertorriqueno Inc,Philadelphia,231946165
Bryn Mawr Rehabilitation Foundation,Bryn Mawr Rehabilitation Foundation,Malvern,232507348
Childrens Aid Home And Society Of Somerset County,Childrens Aid Home And Society Of Somerset County,Somerset,250967470
Mental Health Association In Beaver County,Mental Health Association In Beaver County,Rochester,251053469
Gibson Foundation Resource Center Inc,Gibson Foundation Resource Center Inc ,Philadelphia,203862204
Northeast Regional Cancer Institute,Northeast Regional Cancer Institute,Scranton,232662214
Pittsburgh Arts & Lectures Inc,Pittsburgh Arts & Lectures Inc,Pittsburgh,251657947
The Communitys Foundation,The Communitys Foundation,Ridley Park,232354770
Starfinder Foundation,Starfinder Foundation,Philadelphia,43649918
Speranza Animal Rescue Inc,Speranza Animal Rescue Inc,Mechanicsburg,455131283
Young Mens Christian Association Of Brookville Pa,Young Mens Christian Association Of Brookville Pa,Brookville,251028128
1700 Broad Street Inc,1700 Broad Street Inc,Philadelphia,471509789
Society For Art In Crafts,Society For Art In Crafts,Pittsburgh,251375646
Bryn Athyn Fire Co,Bryn Athyn Fire Co,Bryn Athyn,232473628
Foundation Of Hope Inc,Foundation Of Hope Inc,Pittsburgh,205218569
United Way Of Mercer County,United Way Of Mercer County,Hermitage,251039297
Woodland Hills Emergency Medical Services Inc,Woodland Hills Emergency Medical Services Inc,Pittsburgh,251876764
Montrose Bible Conference Association,Montrose Bible Conference Association,Montrose,237088806
Women In Transition Inc,Women In Transition Inc,Philadelphia,231884534
Sunbury Area Community Foundation,Sunbury Area Community Foundation,Berwick,240796877
Lehigh Valley Association Of Independent Colleges,Lehigh Valley Association Of Independent Colleges,Bethlehem,237077479
Gnc Live Well Foundation,Gnc Live Well Foundation,Pittsburgh,201218432
Water Street Health Services,Water Street Health Services,Lancaster,232798318
Friends Of Camp Soles Inc,Friends Of Camp Soles Inc,Rockwood,853514602
Countryside Christian Community,Countryside Christian Community,Annville,203991615
Carbon County Action Committee For Human Services,Carbon County Action Committee For Human Services,Lehighton,231673781
Jewish Family Service Of Northeastern Pennsylvania,Jewish Family Service Of Northeastern Pennsylvania,Scranton,240796423
Occupational Development Center Inc,Occupational Development Center Inc,Lancaster,231387120
Center For The Blind And Disabled,Center For The Blind And Disabled,Chester,203217742
Camp Harmony Inc,Camp Harmony Inc,Hooversville,251041249
Leon H Sullivan Charitable Tr,Leon H Sullivan Charitable Tr,Philadelphia,236424419
Smith Memorial Playgrounds,Smith Memorial Playgrounds,Philadelphia,231353547
Lifestar Inc,Lifestar Inc,Roslyn,200194885
Leadership Inc,Leadership Inc,Phila,237293528
Amos Health And Hope Inc,Amos Health And Hope Inc,Gibsonia,270837989
St Barnabas Clinical Services Inc,St Barnabas Clinical Services Inc,Gibsonia,542153832
The Arc Of Dauphin County,The Arc Of Dauphin County ,Harrisburg,231508343
Somerset Villas Inc,Somerset Villas Inc,Philadelphia,251592475
Pennsylvania Friends Of Agriculture Foundation,Pennsylvania Friends Of Agriculture Foundation,Camp Hill,222699958
Weconservepa,Weconservepa,Harrisburg,232789029
White Oak Emergency Medical Service,White Oak Emergency Medical Service,White Oak,251481574
Mercy House Of Chambersburg,Mercy House Of Chambersburg,Chambersburg,881243940
Concordia Physician Practice,Concordia Physician Practice,Cabot,473951584
Hajoca 3025 Inc,Hajoca 3025 Inc,Philadelphia,843379653
Safe Harbor Of Chester County Inc,Safe Harbor Of Chester County Inc,West Chester,232734615
Saucony Cross Inc,Saucony Cross Inc,Kutztown,231969912
Schuylkill United Way,Schuylkill United Way,Pottsville,231999071
Episcopal Apartments Of The Slate Belt Inc,Episcopal Apartments Of The Slate Belt Inc,Bangor,232137028
Wyoming County Cultural Center Inc,Wyoming County Cultural Center Inc,Tunkhannock,232957803
Community Concern 13 Multi Purpose Learning Center Inc,Community Concern 13 Multi Purpose Learning Center Inc,Philadelphia,231867692
Montgomery Montessori School Inc,Montgomery Montessori School Inc,Huntingdon Vy,232490660
Genon Ministries Inc,Genon Ministries Inc,Monroeville,251195404
North Philadelphia Financial Partnership,North Philadelphia Financial Partnership,Philadelphia,232850840
Airport Artic Foxes Youth Hockey Association,Airport Artic Foxes Youth Hockey Association,Pittsburgh,232907830
Ymic Foundation Inc,Ymic Foundation Inc,West Chester,260202360
Farm & Natural Land Trust Of York County,Farm & Natural Land Trust Of York County,York,232612674
Seneca Hills Bible Conference,Seneca Hills Bible Conference,Polk,251058062
Philadelphia Contemporary,Philadelphia Contemporary,Philadelphia,811252189
Society For The Preservation Of The Duquesne Heights Incline,Society For The Preservation Of The Duquesne Heights Incline,Pittsburgh,251145892
Asbestos Workers Local Union No 14 Joint Apprenticeship Training Fund,Asbestos Workers Local Union No 14 Joint Apprenticeship Training Fund,Philadelphia,231711170
Evangelical Environmental Network,Evangelical Environmental Network ,New Freedom,232827214
Main Street Closet,Main Street Closet,Willow Street,233100376
Touchstone Center For Crafts,Touchstone Center For Crafts,Farmington,237258132
1812 Productions Inc,1812 Productions Inc,Philadelphia,232938464
Michaels Way,Michaels Way,Fort Washington,431959538
Ceasefire Pennsylvania Education,Ceasefire Pennsylvania Education,Philadelphia,710884697
Regina Academy At St John The Baptist,Regina Academy At St John The Baptist,Ottsville,471854942
Faith Christian School Assoc Of Monroe County Pa Inc,Faith Christian School Assoc Of Monroe County Pa Inc,Roseto,232148917
Upper Bucks Regional Emergency Medical Services Inc,Upper Bucks Regional Emergency Medical Services Inc,Revere,232032910
Cil Cares,Cil Cares,Scranton,352536678
The Center For Animal Health And Welfare,The Center For Animal Health And Welfare,Easton,236290430
Public Library Assoc Of Bethel Borough,Public Library Assoc Of Bethel Borough,Bethel Park,251103718
Open Connections Inc,Open Connections Inc,Newtown Sq,232069406
Southeastern Adams Volunteer Emergency Services Inc,Southeastern Adams Volunteer Emergency Services Inc,Hanover,201979115
Bucks County Association For The Blind And Visually Impaired,Bucks County Association For The Blind And Visually Impaired,Newtown,231365195
Allegheny Valley Assoc Of Churches,Allegheny Valley Assoc Of Churches,Natrona Hts,251234556
Knox Area Vol Ambulance Co Inc,Knox Area Vol Ambulance Co Inc,Knox,251345341
Madlyn And Leonard Abramson Center For Jewish Life Workers Compensati,Madlyn And Leonard Abramson Center For Jewish Life Workers Compensati,Blue Bell,232717561
Pocono Health Foundation,Pocono Health Foundation,Allentown,232516451
The Chuck Noll Foundation For Brain Injury Research,The Chuck Noll Foundation For Brain Injury Research,Pittsburgh,813755463
Phillies Charities Inc,Phillies Charities Inc,Philadelphia,231994699
Friends Of Ofanim Inc,Friends Of Ofanim Inc,Wayne,202749756
Lifestat Ambulance Service Inc,Lifestat Ambulance Service Inc,Saltsburg,251604838
Saml S Fleisher 9 Res,Saml S Fleisher 9 Res,Philadelphia,236205829
Gan Israel Chabad,Gan Israel Chabad,Wynnewood,832712139
Public Library Of Phoenixville,Public Library Of Phoenixville,Phoenixville,222709529
Black Brain Campaign Association,Black Brain Campaign Association,Philadelphia,815074236
Resolve Philadelphia Inc,Resolve Philadelphia Inc ,Philadelphia,832762074
Viecare Inc,Viecare Inc,Mars,205900922
Samaritan Counseling Ctr Of Western Pennsylvania,Samaritan Counseling Ctr Of Western Pennsylvania,Sewickley,251425598
Community Health Challenge Of South Western Pennsylvania,Community Health Challenge Of South Western Pennsylvania ,Evans City,251632098
Out Of The Cold Centre County,Out Of The Cold Centre County,State College,472022203
Fulton County Medical Center Foundation,Fulton County Medical Center Foundation,Mc Connellsbg,510674514
Newtown Ems Inc,Newtown Ems Inc,Newtown,273628176
Family Guidance Inc,Family Guidance Inc,Cranberry Twp,251128116
Crossing Inc,Crossing Inc ,Philadelphia,205646257
Three Rivers Mothers Milk Bank,Three Rivers Mothers Milk Bank,Pittsburgh,464221983
Delaware River City Corporation,Delaware River City Corporation,Philadelphia,202231228
Pauline Auberle Foundation,Pauline Auberle Foundation,Mckeesport,251344183
Mcguire Memorial Foundation,Mcguire Memorial Foundation,Coraopolis,251687137
Choice Books Of Pennsylvania,Choice Books Of Pennsylvania,Manheim,232789855
Abortion Liberation Fund Of Pa,Abortion Liberation Fund Of Pa,Philadelphia,843028266
Highlands Health   Laurel Highlands Free And Charitable Medical Clinic,Highlands Health   Laurel Highlands Free And Charitable Medical Clinic,Johnstown,232922409
Steps To Success Inc,Steps To Success Inc,Leola,232800355
St Barnabas Communities Inc,St Barnabas Communities Inc,Gibsonia,542153831
Pittsburgh Film Makers Inc,Pittsburgh Film Makers Inc,Pittsburgh,251229210
Trinity Play Group Inc,Trinity Play Group Inc,Philadelphia,232173081
Jeremiahs Place   Pittsburgh Relief Nursery,Jeremiahs Place   Pittsburgh Relief Nursery ,Pittsburgh,451866754
Historic Erie Preservation Trust,Historic Erie Preservation Trust ,Erie,846785153
Mcconnellsburg Volunteer Fire Company No 1 Inc,Mcconnellsburg Volunteer Fire Company No 1 Inc,Mc Connellsbg,233017274
Christ Church Preservation Trust,Christ Church Preservation Trust,Philadelphia,200252106
Bench Mark Program,Bench Mark Program,Lancaster,465047462
Bayfront Nato Inc,Bayfront Nato Inc,Erie,256085619
Pregnancy Care Centers,Pregnancy Care Centers ,Pittsburgh,251485574
Friends Of The Japanese House And Garden,Friends Of The Japanese House And Garden ,Philadelphia,232223316
Youth Empowerment Services,Youth Empowerment Services,Philadelphia,233007091
Save A Life International Inc,Save A Life International Inc ,Dresher,475341193
Lumen Institute Incorporated,Lumen Institute Incorporated,Allentown,451704799
George H Neal Memorial Home For The Aged,George H Neal Memorial Home For The Aged ,Waynesboro,231585605
Economy Volunteer Ambulance Service,Economy Volunteer Ambulance Service,Ambridge,251639162
Morgantown Re Uzit Shoppe,Morgantown Re Uzit Shoppe,Morgantown,232893246
Crisis Pregnancy Center Of The Lehigh Valley,Crisis Pregnancy Center Of The Lehigh Valley ,Allentown,232185001
Collegiate Consortium For Workforce And Economic Development,Collegiate Consortium For Workforce And Economic Development,Media,232928839
United Churches Of Elizabethtown,United Churches Of Elizabethtown ,Elizabethtown,231705803
Institute For Research Education And Training In Addiction,Institute For Research Education And Training In Addiction,Pittsburgh,251857820
Voice And Vision Inc,Voice And Vision Inc,Warrington,232907531
Koresh Dance Company,Koresh Dance Company,Philadelphia,232703616
Act Ii Playhouse Ltd,Act Ii Playhouse Ltd,Ambler,232980813
East Whiteland Township Fire Assoc,East Whiteland Township Fire Assoc,Frazer,237099010
St Therese Plaza Inc,St Therese Plaza Inc,Oakmont,251374088
New Kingstown Fire Company,New Kingstown Fire Company,Mechanicsburg,236393348
Vna Extended Home Care,Vna Extended Home Care,Indiana,251783746
Vickies Angel Walk Inc,Vickies Angel Walk Inc,New Cumberlnd,208755452
Pennsylvania Innocence Project,Pennsylvania Innocence Project,Philadelphia,263176893
The Breathing Room Foundation,The Breathing Room Foundation,Jenkintown,232916337
Capital Resource Conservation And Development Inc,Capital Resource Conservation And Development Inc ,Carlisle,43691329
Learning Community Of Pennsylvania,Learning Community Of Pennsylvania,Duncansville,205423993
International Institute For Energy Conservation Inc,International Institute For Energy Conservation Inc,Breinigsville,222579031
Westwood Fire Company,Westwood Fire Company ,Coatesville,453825239
Autism Diagnostic Evaluations Resources Services,Autism Diagnostic Evaluations Resources Services,New Columbia,272112814
Jewish Student Enrichment Center Inc,Jewish Student Enrichment Center Inc,Haverford,261753729
Sunshine Corners Inc,Sunshine Corners Inc,Strasburg,232523295
Passyunk Avenue Revitalization Corporation,Passyunk Avenue Revitalization Corporation,Philadelphia,232973751
Spina Bifida Association Of Western Pennsylvania,Spina Bifida Association Of Western Pennsylvania,Wexford,251337324
Mars Housing Inc,Mars Housing Inc,Mars,251339580
Reach For The Stars Development Center Inc,Reach For The Stars Development Center Inc ,Philadelphia,811005440
Brookhaven Fire Company,Brookhaven Fire Company,Brookhaven,237393433
261 Rosecrest Inc,261 Rosecrest Inc,Pittsburgh,873924543
Southern Alleghenies Museum Of Art,Southern Alleghenies Museum Of Art,Altoona,251271659
La Escuelita Arcoiris,La Escuelita Arcoiris,Pittsburgh,421547098
3 Rivers Wet Weather Inc,3 Rivers Wet Weather Inc,Glenshaw,251833280
Joy International Exchange Student Inc,Joy International Exchange Student Inc ,North Wales,453472995
Circle Lodge,Circle Lodge,Norristown,232177753
Uplifting Athletes Inc,Uplifting Athletes Inc,Doylestown,341986485
Amos Towers,Amos Towers,Scranton,232185817
Fractracker Alliance,Fractracker Alliance,Johnstown,800844297
Clinton Co Society,Clinton Co Society,Lock Haven,256066995
Brandywine Valley Active Aging,Brandywine Valley Active Aging,Coatesville,232040210
Edwards Hope Corporation,Edwards Hope Corporation ,Philadelphia,320409888
Margaret E Moul Foundation,Margaret E Moul Foundation,York,232546808
Helping All Victims In Need Havin,Helping All Victims In Need Havin,Kittanning,251393025
Affordable Housing Centers Of Pennsylvania,Affordable Housing Centers Of Pennsylvania,Philadelphia,222702301
Treasures Of Hope Foundation,Treasures Of Hope Foundation,Lititz,824947165
Amizade Ltd,Amizade Ltd,Pittsburgh,363974227
Hillel The Foundation For Jewish,Hillel The Foundation For Jewish ,Philadelphia,825358584
Womens Center,Womens Center,Bloomsburg,237456259
Ephrata Community Health Foundation,Ephrata Community Health Foundation,York,800940005
Transition To Community,Transition To Community,Ephrata,233023514
Monroe County Meals On Wheels Inc,Monroe County Meals On Wheels Inc,Stroudsburg,237201104
Montco Anti Hunger Network,Montco Anti Hunger Network,Lansdale,853356626
Boys & Girls Clubs Of Northeastern Pennsylvania,Boys & Girls Clubs Of Northeastern Pennsylvania,Scranton,240796420
Blessing Board,Blessing Board ,Pittsburgh,272775566
West Chester Area Senior Center,West Chester Area Senior Center,West Chester,232149355
Circle Venture,Circle Venture,Philadelphia,232989934
Senior Citizens Housing Development Corporation Of Washington,Senior Citizens Housing Development Corporation Of Washington ,Pittsburgh,521485732
Center For Art In Wood Inc,Center For Art In Wood Inc,Philadelphia,222806780
Senior Services Management Group Inc,Senior Services Management Group Inc,Folsom,232266667
Woodcrest Retreat Association,Woodcrest Retreat Association,Ephrata,237346138
Common Market Mid Atlantic Incorporated,Common Market Mid Atlantic Incorporated,Philadelphia,813440182
Willistown Country Day School,Willistown Country Day School,Malvern,231907197
Olney Christian School,Olney Christian School,Philadelphia,452298305
Haverford Hawks Ice Hockey Club Inc,Haverford Hawks Ice Hockey Club Inc,Havertown,201671910
Pennsylvania College Of Technology Community Arts Center Inc,Pennsylvania College Of Technology Community Arts Center Inc,Williamsport,232617447
General Council On Finance & Admins Of The United Methodist Church,General Council On Finance & Admins Of The United Methodist Church ,Manchester,753124814
Sharpe Strumia Research Foundation Of The Bryn Mawr Hospital,Sharpe Strumia Research Foundation Of The Bryn Mawr Hospital,Bryn Mawr,200106546
Healthy Communities Partnership Of Greater Franklin Co Inc,Healthy Communities Partnership Of Greater Franklin Co Inc ,Chambersburg,251887439
Fair & Balanced Of Pa Inc,Fair & Balanced Of Pa Inc,Lewisberry,205446641
Network Of Hope Inc,Network Of Hope Inc,Allison Park,251900531
Lionville Youth Association,Lionville Youth Association,Lionville,232093592
Elizabethtown Community Housing & Outreach Services,Elizabethtown Community Housing & Outreach Services,Elizabethtown,814381953
Jewish Heritage Programs,Jewish Heritage Programs ,Philadelphia,133780385
Spring Garden Community Development Corporation,Spring Garden Community Development Corporation,Philadelphia,232772462
Joy Of Living Recovery Program Inc,Joy Of Living Recovery Program Inc,Philadelphia,454667786
Ronald Mcdonald House Of Scranton Inc,Ronald Mcdonald House Of Scranton Inc,Scranton,232400153
Rehabilitation Center And Workshop Inc,Rehabilitation Center And Workshop Inc,Greensburg,251101651
Ryans Case For Smiles,Ryans Case For Smiles,Wayne,861173750
Young Mens Christian Association Of Clearfield,Young Mens Christian Association Of Clearfield,Clearfield,250965620
North Hills Amateur Hockey Association Inc,North Hills Amateur Hockey Association Inc,New Kensingtn,237336419
Community Library Association,Community Library Association ,Pittsburgh,271744929
Pittsburgh Amateur Hockey Association Inc,Pittsburgh Amateur Hockey Association Inc,Pittsburgh,251584539
St Ambrose Manor Incorporated,St Ambrose Manor Incorporated,Pittsburgh,251360789
Carelink Community Support Services Nj Inc,Carelink Community Support Services Nj Inc,Media,371492237
Building Bridges Foundation At Anderson Farm,Building Bridges Foundation At Anderson Farm,Lancaster,475645614
Carpenters Company Of The City And County Of Philadelphia,Carpenters Company Of The City And County Of Philadelphia,Philadelphia,236392266
United Way Of Beaver County Incorporated,United Way Of Beaver County Incorporated,Monaca,251086798
Pursuing Transformation Inc,Pursuing Transformation Inc,Philadelphia,873905064
Ronald Mcdonald House Of Danville Inc,Ronald Mcdonald House Of Danville Inc,Danville,232155803
Topton Community Ambulance,Topton Community Ambulance,Mertztown,236283535
Erie Downtown Partnership,Erie Downtown Partnership,Erie,450464988
Priority One Foundation,Priority One Foundation,Bethlehem,232805623
Riverbend Environmental Education Center Inc,Riverbend Environmental Education Center Inc,Gladwyne,237455526
Case Western Reserve University Endowment Trust For Distinguished,Case Western Reserve University Endowment Trust For Distinguished,Pittsburgh,346512746
Transitional Paths To Independent Living,Transitional Paths To Independent Living,Washington,251622789
Pony Baseball Inc,Pony Baseball Inc ,Washington,250994080
Safe Harbour Inc,Safe Harbour Inc ,Carlisle,232405118
Concerto Soloists,Concerto Soloists ,Philadlephia,231929096
St Thomas More Housing Inc,St Thomas More Housing Inc,Bethel Park,251357742
West Chester University Alumni Association,West Chester University Alumni Association,West Chester,231287817
Learning Company,Learning Company,Langhorne,273328809
Tioga Presbyterian Apartments Inc,Tioga Presbyterian Apartments Inc,Lafayette Hl,232763902
Nicholas Wolff Foundation Inc,Nicholas Wolff Foundation Inc,Millville,232481065
Senior Adult Activity Center Of Indian Valley,Senior Adult Activity Center Of Indian Valley ,Souderton,231680975
Eastern Berks Fire Department,Eastern Berks Fire Department,Barto,451437699
American Research Institute In Turkey Inc,American Research Institute In Turkey Inc,Philadelphia,136171220
East Brandywine Fire Co,East Brandywine Fire Co,Downingtown,232148828
Boys & Girls Club Of Erie Inc,Boys & Girls Club Of Erie Inc,Erie,251265501
Oil Region Library Association,Oil Region Library Association ,Oil City,474159181
Fellowship Bmec Inc,Fellowship Bmec Inc,Philadelphia,810871452
Pittsburgh Community Reinvestment Group,Pittsburgh Community Reinvestment Group,Pittsburgh,251644683
William Jeanes Memorial Library,William Jeanes Memorial Library,Lafayette Hl,237018956
Community Care Center Of The Northeast,Community Care Center Of The Northeast,Philadelphia,222699952
Project H O M E Community Development Corporation,Project H O M E Community Development Corporation,Philadelphia,232895377
St Augustine Plaza Inc,St Augustine Plaza Inc,Pittsburgh,237439424
Everhart Museum Of Natural History Science & Art,Everhart Museum Of Natural History Science & Art,Scranton,246002308
Northampton County Workers Compensation Trust,Northampton County Workers Compensation Trust,Easton,232407908
West Hill School,West Hill School,Rosemont,231665048
Hope Plaza Inc,Hope Plaza Inc,Phila,232326694
Wetherill School,Wetherill School,Gladwyne,232006097
Hershey Region Of The Antique Automobile Club Of America,Hershey Region Of The Antique Automobile Club Of America,Hershey,237336060
Land Conservancy Of Adams County,Land Conservancy Of Adams County,Gettysburg,232827874
Soul Care Life Services Inc,Soul Care Life Services Inc,Pittsburgh,823749050
Northcentral Pennsylvania Conservancy,Northcentral Pennsylvania Conservancy,Williamsport,232606163
Vita Education Services Inc,Vita Education Services Inc,Doylestown,231977810
Why Not Prosper Inc,Why Not Prosper Inc,Philadelphia,233089308
Chester County Connect Care,Chester County Connect Care,Coatesville,232385983
Pennenvironment Research And Policy Center,Pennenvironment Research And Policy Center,Philadelphia,50530668
Media Fire & Hook & Ladder Co No 1 Inc,Media Fire & Hook & Ladder Co No 1 Inc,Media,232756104
Emir Every Murder Is Real,Emir Every Murder Is Real,Philadelphia,232990505
Gordonville Fire Company,Gordonville Fire Company,Gordonville,231995631
The Delaware County Intermediate Unit Education Foundation,The Delaware County Intermediate Unit Education Foundation,Morton,232820847
Boy Scouts Of America,Boy Scouts Of America ,Erie,250965265
Respective Soultions Group Inc,Respective Soultions Group Inc,Ebensburg,251879050
Richland Township Volunteer Firemans Association,Richland Township Volunteer Firemans Association,Johnstown,251300417
Allegheny Kiski Health Foundation Inc,Allegheny Kiski Health Foundation Inc,Natrona Heights,251442370
Pennsylvania Downtown Center Inc,Pennsylvania Downtown Center Inc,Harrisburg,232531296
Unemployment Information Center,Unemployment Information Center,Philadelphia,232000486
Centre County Federation Of Public Libraries,Centre County Federation Of Public Libraries,State College,251660918
Mother Teresa Hospice Inc,Mother Teresa Hospice Inc,Monaca,251890531
Audi Car Club Of North America,Audi Car Club Of North America ,Hershey,900218990
Southwest Philadelphia Presbytery Apartments Inc,Southwest Philadelphia Presbytery Apartments Inc ,Lafayette Hl,232700459
St Stephens Episcopal School,St Stephens Episcopal School,Harrisburg,232107935
Hunting Park Christian Academy,Hunting Park Christian Academy,Philadelphia,233012249
Pennsylvania Institute For Community Living Inc,Pennsylvania Institute For Community Living Inc,Willow Grove,134101319
Strawberry Mansion Community Development Corporation Inc,Strawberry Mansion Community Development Corporation Inc,Philadelphia,61734513
Clairvaux Commons Inc,Clairvaux Commons Inc,Indiana,251398627
Discovery Space Of Centralpennsylvania Inc,Discovery Space Of Centralpennsylvania Inc,State College,260194115
Ryan Shazier Fund For Spinal Rehabilitation,Ryan Shazier Fund For Spinal Rehabilitation,Pittsburgh,850837155
Bushkill Emergency Corps Inc,Bushkill Emergency Corps Inc,Bushkill,232636017
Arts Council Of Erie,Arts Council Of Erie,Erie,256085617
Chazak,Chazak,Gap,852992874
Afro American Music Institute Inc,Afro American Music Institute Inc,Pittsburgh,251689025
Pennsylvania Nurse Peer Assistance Program Inc,Pennsylvania Nurse Peer Assistance Program Inc,Trafford,264656992
Edinboro University Foundation,Edinboro University Foundation,Edinboro,251819940
I58 Global,I58 Global,Lancaster,811367282
Allied Trades Assistance Program,Allied Trades Assistance Program,Philadelphia,232591093
Alliance For Refugee Youth Support And Education,Alliance For Refugee Youth Support And Education ,Pittsburgh,461802136
Friends Council On Education,Friends Council On Education,Philadelphia,231352147
Kingston Firemans Community Ambulance Assoc,Kingston Firemans Community Ambulance Assoc,Kingston,232597873
2700 Diamond Development Corporation,2700 Diamond Development Corporation,Philadelphia,233041374
Rennie Harris Pure Movement,Rennie Harris Pure Movement,Sharon Hill,232842844
Professional For Global Missions,Professional For Global Missions,Conshohocken,232970431
Rose Fire Company No 1 Volunteer Fire Rescue & Ambulance,Rose Fire Company No 1 Volunteer Fire Rescue & Ambulance ,New Freedom,223147748
Military Heritage Foundation,Military Heritage Foundation,Carlisle,251830984
Awbury Arboretum Association Inc,Awbury Arboretum Association Inc,Philadelphia,222614286
25 Carrick Ave Project,25 Carrick Ave Project,Pittsburgh,842121534
Community Links,Community Links,Bradford,300197481
Harrison House Personal Care Home,Harrison House Personal Care Home,Scranton,232761822
Good Works Ministries,Good Works Ministries,Uniontown,251658974
Musicworks,Musicworks,Havertown,262059154
Ephrata Community Ambulance Association Inc,Ephrata Community Ambulance Association Inc,Ephrata,231597404
Alpha Fire Company No 1,Alpha Fire Company No 1,Littlestown,236298503
Garden Spot Fire Rescue,Garden Spot Fire Rescue,New Holland,461436629
Penn Township Ambulance Association Rescue No 6,Penn Township Ambulance Association Rescue No 6,Irwin,237328053
Twin Valley Fire Dept,Twin Valley Fire Dept,Elverson,300370509
Tenfold Community Lending,Tenfold Community Lending,Lancaster,232788924
Men Of Iron,Men Of Iron,Manheim,450910491
Robinson Emergency Medical Service Inc,Robinson Emergency Medical Service Inc,Pittsburgh,251371957
Tinicum Township Fire Company,Tinicum Township Fire Company,Essington,236264962
Sisters Of St Joseph Neighborhood Network Inc,Sisters Of St Joseph Neighborhood Network Inc ,Erie,251853673
Tiny Wpa,Tiny Wpa,Philadelphia,472560183
Haycock Camping Ministries Inc,Haycock Camping Ministries Inc,Kintnersville,231743966
Eco Soap Bank,Eco Soap Bank,Pittsburgh,474024469
Survivors Inc,Survivors Inc,York,232221970
Day Nursery Association,Day Nursery Association,Scranton,240799342
Cairnwood Village Inc,Cairnwood Village Inc,Bryn Athyn,232047761
Schwenkenfelder Library And Heritage Center,Schwenkenfelder Library And Heritage Center,Pennsburg,231465643
Vintage,Vintage,Pittsburgh,237394576
Middletown Free Library Assoc Inc,Middletown Free Library Assoc Inc,Media,231602604
Catherine D Sharpe Charitable Trust,Catherine D Sharpe Charitable Trust,Radnor,232057737
Common Sense Adoption Services,Common Sense Adoption Services,Mechanicsburg,251688619
Rescue Hose & Ladder Company,Rescue Hose & Ladder Company,Curwensville,250900724
Brandywine Youth Club Inc,Brandywine Youth Club Inc,Glen Mills,232052432
Thunder Youth Hockey,Thunder Youth Hockey ,Bethlehem,223448142
Another Way Inc,Another Way Inc,Farmington,251737167
Harbor Counseling Inc,Harbor Counseling Inc,Wellsboro,232912935
Geosynthetic Institute,Geosynthetic Institute,Folsom,232726289
Pennsylvania Association For The Education Of Young Children,Pennsylvania Association For The Education Of Young Children,Harrisburg,251756038
Jewish Family Service Of The Lehigh Valley,Jewish Family Service Of The Lehigh Valley,Allentown,232301360
Greater Latrobe Partners In Education Foundation Inc,Greater Latrobe Partners In Education Foundation Inc,Latrobe,453506813
